shipment_id,Route,origin,destination,status,cost,carrier,transport_mode,weight_kg,weather_condition,priority,carbon_emissions_kg,risk_score,dispatch_date,expected_date,delivery_date
TRK-466096,New York → Toronto,New York,Toronto,Delivered,397.02,BlueDart,Road,1242.80,Clear,Critical,22370.40,5,2026-03-28,2026-04-01,2026-04-01
TRK-471900,New York → Toronto,New York,Toronto,Delivered,2093.28,DHL,Air,3329.90,Rain,Overnight,83247.50,25,2026-01-30,2026-02-01,2026-01-31
TRK-768047,Berlin → Sydney,Berlin,Sydney,Delivered,512.26,DHL,Air,41.50,Clear,Standard,1037.50,10,2026-02-20,2026-02-22,2026-02-21
TRK-218859,Berlin → New York,Berlin,New York,Delivered,1750.92,FedEx,Air,4370.30,Clear,Express,218515.00,5,2026-03-17,2026-03-21,2026-03-22
TRK-311192,Paris → Rotterdam,Paris,Rotterdam,In Transit,904.72,FedEx,Air,2477.90,Clear,Standard,92921.25,10,2026-04-12,2026-04-15,
TRK-434329,Sydney → Rotterdam,Sydney,Rotterdam,Delivered,1639.53,DHL,Air,1784.70,Rain,Critical,44617.50,20,2026-02-08,2026-02-10,2026-02-10
TRK-541027,Tokyo → Melbourne,Tokyo,Melbourne,Delayed,422.09,Hapag-Lloyd,Sea,922.90,Clear,Critical,38761.80,5,2026-03-05,2026-04-02,
TRK-431931,Dubai → Melbourne,Dubai,Melbourne,Delivered,136.64,Hapag-Lloyd,Sea,367.50,Clear,Standard,22601.25,10,2026-02-19,2026-04-01,2026-04-03
TRK-591701,Melbourne → Shanghai,Melbourne,Shanghai,Delivered,211.23,Maersk,Sea,614.50,Clear,Overnight,22122.00,10,2026-02-04,2026-02-28,2026-02-27
TRK-285506,Paris → Shanghai,Paris,Shanghai,Delivered,1828.13,Maersk,Sea,2606.40,Clear,Overnight,140745.60,10,2026-01-25,2026-03-02,2026-03-02
TRK-600633,Chicago → Rotterdam,Chicago,Rotterdam,Delivered,1206.74,CMA CGM,Sea,2237.80,Clear,Overnight,73847.40,10,2026-03-17,2026-04-08,2026-04-07
TRK-986771,Singapore → Los Angeles,Singapore,Los Angeles,Delivered,1557.39,Hapag-Lloyd,Sea,2789.50,Rain,Critical,112974.75,20,2026-01-15,2026-02-11,2026-02-10
TRK-498809,Mumbai → Shanghai,Mumbai,Shanghai,Delivered,940.16,UPS,Road,3682.60,Clear,Standard,99430.20,10,2026-02-28,2026-03-06,2026-03-06
TRK-328467,Singapore → Toronto,Singapore,Toronto,Delivered,240.24,Hapag-Lloyd,Sea,563.40,Rain,Standard,35494.20,25,2026-02-27,2026-04-10,2026-04-10
TRK-413698,Melbourne → Tokyo,Melbourne,Tokyo,Delivered,739.17,FedEx,Air,1175.30,Clear,Standard,14691.25,10,2026-01-15,2026-01-16,2026-01-18
TRK-865024,Rotterdam → Sydney,Rotterdam,Sydney,In Transit,545.22,Maersk,Sea,2106.40,Rain,Critical,85309.20,20,2026-04-13,2026-05-10,
TRK-809126,London → Los Angeles,London,Los Angeles,In Transit,566.79,Hapag-Lloyd,Sea,2308.10,Rain,Standard,152334.60,25,2026-03-10,2026-04-23,
TRK-578995,Los Angeles → Tokyo,Los Angeles,Tokyo,Delivered,1949.49,Maersk,Sea,3319.00,Rain,Critical,194161.50,20,2026-01-17,2026-02-25,2026-02-26
TRK-473518,Tokyo → Chicago,Tokyo,Chicago,In Transit,342.38,CMA CGM,Sea,865.50,Clear,Standard,37649.25,10,2026-04-02,2026-05-01,
TRK-247767,New York → Los Angeles,New York,Los Angeles,Delivered,1117.28,FedEx,Rail,2230.70,Clear,Critical,33460.50,5,2026-01-30,2026-02-05,2026-02-06
TRK-249344,Los Angeles → Chicago,Los Angeles,Chicago,Delivered,1097.24,CMA CGM,Road,3123.30,Clear,Standard,98383.95,10,2026-02-20,2026-02-27,2026-02-26
TRK-691622,Melbourne → London,Melbourne,London,Delayed,1223.49,DHL,Air,3030.70,Storm,Standard,113651.25,75,2026-02-07,2026-02-10,
TRK-135131,Berlin → Paris,Berlin,Paris,Delivered,2321.65,DHL,Rail,4341.60,Clear,Critical,119394.00,5,2026-02-16,2026-02-27,2026-02-28
TRK-975002,Sydney → Dubai,Sydney,Dubai,Delayed,975.02,DHL,Air,682.10,Storm,Express,34105.00,70,2026-03-07,2026-03-11,
TRK-552233,Dubai → Melbourne,Dubai,Melbourne,Delivered,710.16,Maersk,Sea,1113.30,Clear,Critical,33399.00,5,2026-02-24,2026-03-16,2026-03-15
TRK-455374,Chicago → New York,Chicago,New York,Delivered,2780.27,FedEx,Air,4352.90,Extreme Heat,Overnight,217645.00,35,2026-04-08,2026-04-12,2026-04-14
TRK-986728,Rotterdam → Berlin,Rotterdam,Berlin,Delayed,1335.59,FedEx,Air,1293.40,Storm,Critical,32335.00,70,2026-03-05,2026-03-07,
TRK-335598,Shanghai → Singapore,Shanghai,Singapore,Delivered,512.79,DHL,Road,1748.90,Clear,Critical,39350.25,5,2026-01-14,2026-01-19,2026-01-18
TRK-984845,New York → Melbourne,New York,Melbourne,Delayed,394.10,Hapag-Lloyd,Sea,695.80,Storm,Standard,39660.60,100,2026-01-24,2026-03-03,
TRK-536316,New York → Chicago,New York,Chicago,Delayed,3881.69,UPS,Air,4754.70,Storm,Critical,118867.50,70,2026-02-28,2026-03-02,
TRK-531393,Paris → Rotterdam,Paris,Rotterdam,Delivered,1916.66,UPS,Air,1988.90,Rain,Express,24861.25,20,2026-01-23,2026-01-24,2026-01-26
TRK-694347,Mumbai → Singapore,Mumbai,Singapore,Delayed,1073.70,UPS,Road,1360.70,Storm,Overnight,36738.90,75,2026-03-28,2026-04-03,
TRK-415680,Rotterdam → Toronto,Rotterdam,Toronto,In Transit,2607.38,CMA CGM,Sea,3516.20,Clear,Overnight,105486.00,10,2026-03-28,2026-04-17,
TRK-873945,Tokyo → Mumbai,Tokyo,Mumbai,Delivered,745.61,UPS,Road,1844.50,Clear,Critical,33201.00,5,2026-02-11,2026-02-15,2026-02-14
TRK-806315,Paris → Shanghai,Paris,Shanghai,Delivered,959.97,Hapag-Lloyd,Sea,2253.80,Clear,Overnight,104801.70,10,2026-01-17,2026-02-17,2026-02-18
TRK-987437,Shanghai → New York,Shanghai,New York,Delivered,2930.70,UPS,Air,3495.30,Clear,Express,131073.75,5,2026-02-26,2026-03-01,2026-03-01
TRK-411256,Sydney → Melbourne,Sydney,Melbourne,Delayed,1891.61,DHL,Air,2665.30,Extreme Heat,Critical,133265.00,30,2026-01-31,2026-02-04,
TRK-828186,Singapore → Rotterdam,Singapore,Rotterdam,Delivered,1832.46,CMA CGM,Sea,2347.00,Clear,Critical,116176.50,5,2026-03-03,2026-04-05,2026-04-04
TRK-156982,Berlin → New York,Berlin,New York,Delivered,4020.02,DHL,Air,4999.80,Clear,Critical,124995.00,5,2026-02-21,2026-02-23,2026-02-22
TRK-344724,Paris → Los Angeles,Paris,Los Angeles,Delivered,1033.48,UPS,Air,2734.90,Extreme Heat,Standard,68372.50,35,2026-03-30,2026-04-01,2026-04-01
TRK-376958,Paris → Shanghai,Paris,Shanghai,Delivered,3438.62,FedEx,Air,4339.60,Clear,Critical,216980.00,5,2026-02-16,2026-02-20,2026-02-22
TRK-398897,Chicago → Sydney,Chicago,Sydney,Delivered,1828.97,UPS,Air,4550.00,Extreme Heat,Standard,227500.00,35,2026-04-06,2026-04-10,2026-04-09
TRK-925917,Melbourne → Tokyo,Melbourne,Tokyo,In Transit,929.24,CMA CGM,Sea,2144.90,Clear,Express,77216.40,5,2026-04-06,2026-04-30,
TRK-431229,Melbourne → London,Melbourne,London,Delayed,2430.36,Maersk,Sea,3342.40,Clear,Express,150408.00,5,2026-02-18,2026-03-20,
TRK-619624,Shanghai → Paris,Shanghai,Paris,Delivered,1327.25,CMA CGM,Sea,4100.80,Clear,Standard,178384.80,10,2026-02-17,2026-03-18,2026-03-19
TRK-240310,Shanghai → Singapore,Shanghai,Singapore,Delivered,3013.74,FedEx,Air,4386.00,Clear,Overnight,54825.00,10,2026-03-24,2026-03-25,2026-03-27
TRK-360605,Dubai → Berlin,Dubai,Berlin,Delivered,1667.87,CMA CGM,Sea,3411.30,Clear,Express,204678.00,5,2026-02-09,2026-03-21,2026-03-23
TRK-202451,Chicago → Paris,Chicago,Paris,Delivered,678.24,Maersk,Sea,1511.40,Clear,Express,49876.20,5,2026-02-06,2026-02-28,2026-03-01
TRK-460843,Melbourne → Sydney,Melbourne,Sydney,Delivered,1354.95,UPS,Air,2284.90,Clear,Overnight,57122.50,10,2026-03-15,2026-03-17,2026-03-16
TRK-661453,Melbourne → Sydney,Melbourne,Sydney,Delayed,1838.79,FedEx,Air,3535.00,Rain,Critical,88375.00,20,2026-04-05,2026-04-07,
TRK-275594,Mumbai → London,Mumbai,London,In Transit,778.95,Hapag-Lloyd,Sea,2188.20,Clear,Standard,128009.70,10,2026-03-12,2026-04-20,
TRK-691385,London → Berlin,London,Berlin,Delivered,1680.09,DHL,Air,2001.60,Rain,Overnight,50040.00,25,2026-03-11,2026-03-13,2026-03-15
TRK-656908,Sydney → Melbourne,Sydney,Melbourne,Delivered,1059.45,FedEx,Road,3617.50,Clear,Standard,65115.00,10,2026-01-26,2026-01-30,2026-02-01
TRK-612307,Toronto → Los Angeles,Toronto,Los Angeles,Delivered,2134.43,BlueDart,Road,4586.80,Clear,Express,123843.60,5,2026-02-08,2026-02-14,2026-02-15
TRK-519319,Rotterdam → Melbourne,Rotterdam,Melbourne,Delivered,1470.06,DHL,Air,2119.10,Extreme Heat,Express,26488.75,30,2026-01-29,2026-01-30,2026-02-01
TRK-640547,Singapore → Berlin,Singapore,Berlin,Delivered,160.60,CMA CGM,Sea,468.60,Rain,Standard,16869.60,25,2026-02-21,2026-03-17,2026-03-17
TRK-797257,Toronto → Los Angeles,Toronto,Los Angeles,Delivered,1235.30,Hapag-Lloyd,Road,4164.30,Extreme Heat,Express,74957.40,30,2026-02-23,2026-02-27,2026-02-27
TRK-847561,Los Angeles → Shanghai,Los Angeles,Shanghai,Delivered,1630.41,FedEx,Air,2754.70,Clear,Express,68867.50,5,2026-02-12,2026-02-14,2026-02-13
TRK-580820,Berlin → Melbourne,Berlin,Melbourne,In Transit,608.31,Maersk,Sea,1472.20,Clear,Express,92748.60,5,2026-04-10,2026-05-22,
TRK-475059,Shanghai → Chicago,Shanghai,Chicago,Delivered,530.12,DHL,Air,64.10,Clear,Standard,2403.75,10,2026-01-27,2026-01-30,2026-01-31
TRK-884688,Sydney → Toronto,Sydney,Toronto,In Transit,1714.80,Hapag-Lloyd,Sea,3251.10,Storm,Critical,190189.35,95,2026-03-30,2026-05-08,
TRK-144668,New York → Sydney,New York,Sydney,Delivered,1854.56,DHL,Air,4484.20,Clear,Standard,224210.00,10,2026-01-24,2026-01-28,2026-01-28
TRK-884176,Singapore → Berlin,Singapore,Berlin,Delivered,1189.66,DHL,Air,2949.70,Rain,Standard,36871.25,25,2026-04-08,2026-04-09,2026-04-10
TRK-336361,Dubai → Mumbai,Dubai,Mumbai,Delivered,1185.21,FedEx,Air,2444.30,Clear,Overnight,61107.50,10,2026-03-08,2026-03-10,2026-03-11
TRK-461621,Berlin → Paris,Berlin,Paris,Delayed,160.29,DHL,Rail,55.50,Snow,Express,1248.75,50,2026-03-17,2026-03-26,
TRK-488454,New York → Berlin,New York,Berlin,Delivered,1944.78,CMA CGM,Sea,4718.70,Clear,Express,297278.10,5,2026-01-24,2026-03-07,2026-03-09
TRK-666416,Dubai → Melbourne,Dubai,Melbourne,Delivered,3888.83,DHL,Air,4981.40,Extreme Heat,Express,186802.50,30,2026-01-30,2026-02-02,2026-02-03
TRK-541747,Sydney → Melbourne,Sydney,Melbourne,Delivered,783.11,Maersk,Rail,2204.00,Clear,Express,27550.00,5,2026-03-23,2026-03-28,2026-03-28
TRK-282425,Mumbai → Melbourne,Mumbai,Melbourne,Delayed,3125.73,Maersk,Sea,4320.00,Storm,Express,220320.00,95,2026-01-29,2026-03-04,
TRK-737139,Paris → Rotterdam,Paris,Rotterdam,Delayed,1216.79,Maersk,Rail,2860.60,Snow,Overnight,78666.50,55,2026-02-04,2026-02-15,
TRK-999004,London → Sydney,London,Sydney,Delivered,3280.29,UPS,Air,4604.00,Clear,Express,115100.00,5,2026-04-09,2026-04-11,2026-04-13
TRK-701061,Los Angeles → Berlin,Los Angeles,Berlin,Delivered,1279.56,Hapag-Lloyd,Sea,2838.90,Rain,Overnight,89425.35,25,2026-02-25,2026-03-18,2026-03-18
TRK-332491,Shanghai → Tokyo,Shanghai,Tokyo,Delayed,217.42,CMA CGM,Road,385.30,Storm,Express,5201.55,70,2026-03-23,2026-03-26,
TRK-855716,Melbourne → New York,Melbourne,New York,Delivered,660.19,Maersk,Sea,1681.70,Extreme Heat,Overnight,52973.55,60,2026-02-16,2026-03-09,2026-03-09
TRK-310240,Sydney → New York,Sydney,New York,Delayed,1813.40,FedEx,Air,1920.40,Storm,Express,24005.00,70,2026-03-02,2026-03-03,
TRK-193525,Singapore → Dubai,Singapore,Dubai,Delivered,140.35,DHL,Road,227.20,Clear,Standard,2044.80,10,2026-02-22,2026-02-24,2026-02-26
TRK-939900,Singapore → Sydney,Singapore,Sydney,Delayed,1740.96,UPS,Air,4765.00,Clear,Overnight,178687.50,10,2026-01-28,2026-01-31,
TRK-772058,Chicago → New York,Chicago,New York,Delayed,2077.38,FedEx,Air,3248.30,Clear,Critical,162415.00,5,2026-03-27,2026-03-31,
TRK-783996,Sydney → Shanghai,Sydney,Shanghai,Delivered,1655.58,UPS,Air,4663.60,Clear,Critical,233180.00,5,2026-03-20,2026-03-24,2026-03-24
TRK-114389,Mumbai → London,Mumbai,London,Delivered,1446.74,Maersk,Sea,4767.70,Rain,Critical,157334.10,20,2026-01-14,2026-02-05,2026-02-05
TRK-119052,Paris → Shanghai,Paris,Shanghai,Delivered,2985.48,CMA CGM,Sea,4014.50,Clear,Express,204739.50,5,2026-02-17,2026-03-23,2026-03-23
TRK-778836,Tokyo → Berlin,Tokyo,Berlin,In Transit,735.42,Maersk,Sea,2491.80,Clear,Overnight,130819.50,10,2026-04-03,2026-05-08,
TRK-796034,Sydney → Melbourne,Sydney,Melbourne,Delivered,1520.15,Maersk,Road,4659.30,Clear,Overnight,104834.25,10,2026-01-15,2026-01-20,2026-01-20
TRK-824797,Mumbai → Shanghai,Mumbai,Shanghai,Delayed,389.64,Maersk,Road,624.10,Storm,Standard,11233.80,75,2026-03-19,2026-03-23,
TRK-609431,Singapore → Los Angeles,Singapore,Los Angeles,Delivered,2184.08,DHL,Air,4649.40,Clear,Overnight,116235.00,10,2026-03-27,2026-03-29,2026-03-28
TRK-101453,Sydney → Berlin,Sydney,Berlin,Delivered,3562.88,FedEx,Air,4721.50,Clear,Critical,118037.50,5,2026-03-11,2026-03-13,2026-03-13
TRK-996610,Sydney → Dubai,Sydney,Dubai,In Transit,107.45,CMA CGM,Sea,207.80,Clear,Express,10286.10,5,2026-04-13,2026-05-16,
TRK-547763,London → Toronto,London,Toronto,Delivered,1181.40,Hapag-Lloyd,Sea,3428.60,Clear,Express,123429.60,5,2026-02-21,2026-03-17,2026-03-16
TRK-218854,Berlin → Dubai,Berlin,Dubai,Delivered,2455.46,Maersk,Sea,3928.60,Clear,Critical,141429.60,5,2026-03-03,2026-03-27,2026-03-27
TRK-755557,Sydney → Berlin,Sydney,Berlin,Delayed,3860.63,FedEx,Air,4156.30,Storm,Overnight,155861.25,75,2026-04-11,2026-04-14,
TRK-783131,Melbourne → Toronto,Melbourne,Toronto,Delivered,778.33,UPS,Air,1640.60,Clear,Standard,82030.00,10,2026-02-07,2026-02-11,2026-02-11
TRK-316451,Shanghai → Melbourne,Shanghai,Melbourne,Delivered,1440.74,UPS,Air,4453.60,Clear,Express,55670.00,5,2026-02-16,2026-02-17,2026-02-19
TRK-503715,London → Paris,London,Paris,Delayed,897.82,FedEx,Road,1105.90,Storm,Overnight,14929.65,75,2026-04-04,2026-04-07,
TRK-825880,Los Angeles → Toronto,Los Angeles,Toronto,Delayed,805.02,FedEx,Road,1505.30,Storm,Critical,20321.55,70,2026-01-15,2026-01-18,
TRK-852712,Sydney → Los Angeles,Sydney,Los Angeles,Delayed,3786.71,FedEx,Air,4371.30,Storm,Express,54641.25,70,2026-02-10,2026-02-11,
TRK-703044,Chicago → New York,Chicago,New York,Delivered,178.71,Maersk,Road,63.60,Clear,Critical,1144.80,5,2026-03-27,2026-03-31,2026-04-02
TRK-857603,Melbourne → Toronto,Melbourne,Toronto,In Transit,3097.55,Hapag-Lloyd,Sea,4596.40,Rain,Critical,268889.40,20,2026-04-06,2026-05-15,
TRK-782157,Dubai → New York,Dubai,New York,Delayed,1326.54,Hapag-Lloyd,Sea,1880.10,Storm,Overnight,84604.50,100,2026-02-01,2026-03-03,
TRK-820095,Sydney → Shanghai,Sydney,Shanghai,Delayed,586.23,DHL,Air,417.00,Storm,Standard,20850.00,75,2026-03-08,2026-03-12,
TRK-607364,Los Angeles → Chicago,Los Angeles,Chicago,Delivered,872.58,CMA CGM,Rail,2027.20,Clear,Overnight,30408.00,10,2026-01-15,2026-01-21,2026-01-20
TRK-592799,Rotterdam → Melbourne,Rotterdam,Melbourne,Delivered,2810.84,UPS,Air,4346.80,Rain,Express,163005.00,20,2026-03-19,2026-03-22,2026-03-23
TRK-631203,Shanghai → Singapore,Shanghai,Singapore,Delivered,949.04,CMA CGM,Road,2534.30,Rain,Critical,79830.45,20,2026-03-14,2026-03-21,2026-03-20
TRK-121881,Shanghai → New York,Shanghai,New York,In Transit,569.60,CMA CGM,Sea,1027.30,Storm,Critical,46228.50,95,2026-03-30,2026-04-29,
TRK-294415,Mumbai → Toronto,Mumbai,Toronto,In Transit,1238.34,Hapag-Lloyd,Sea,4857.20,Clear,Express,262288.80,5,2026-03-15,2026-04-20,
TRK-658943,Los Angeles → Sydney,Los Angeles,Sydney,Delayed,1602.36,FedEx,Air,4647.20,Clear,Express,174270.00,5,2026-02-03,2026-02-06,
TRK-953544,Los Angeles → Sydney,Los Angeles,Sydney,Delivered,1554.93,FedEx,Air,1352.90,Clear,Overnight,67645.00,10,2026-03-19,2026-03-23,2026-03-23
TRK-321800,Chicago → New York,Chicago,New York,Delayed,2597.79,CMA CGM,Road,4067.90,Storm,Critical,73222.20,70,2026-01-28,2026-02-01,
TRK-630392,Toronto → Sydney,Toronto,Sydney,Delivered,2371.88,FedEx,Air,2973.90,Clear,Express,148695.00,5,2026-03-29,2026-04-02,2026-04-03
TRK-560194,Melbourne → Berlin,Melbourne,Berlin,Delivered,1326.86,Maersk,Sea,3955.10,Clear,Standard,172046.85,10,2026-01-14,2026-02-12,2026-02-13
TRK-503968,Sydney → Melbourne,Sydney,Melbourne,Delivered,1497.47,CMA CGM,Road,2414.30,Clear,Critical,21728.70,5,2026-02-20,2026-02-22,2026-02-23
TRK-172257,London → Sydney,London,Sydney,Delayed,1004.07,CMA CGM,Sea,3058.50,Snow,Express,137632.50,50,2026-02-11,2026-03-13,
TRK-990309,Paris → Toronto,Paris,Toronto,Delivered,379.08,CMA CGM,Sea,1697.20,Clear,Critical,96740.40,5,2026-01-24,2026-03-03,2026-03-04
TRK-946341,Berlin → Rotterdam,Berlin,Rotterdam,Delivered,1534.23,Maersk,Road,2753.70,Clear,Express,61958.25,5,2026-03-17,2026-03-22,2026-03-24
TRK-754777,Mumbai → New York,Mumbai,New York,In Transit,1300.06,UPS,Air,3955.80,Clear,Standard,197790.00,10,2026-04-13,2026-04-17,
TRK-649379,Berlin → Melbourne,Berlin,Melbourne,Delayed,2329.97,Hapag-Lloyd,Sea,4860.80,Storm,Overnight,320812.80,100,2026-01-26,2026-03-11,
TRK-647567,Toronto → Berlin,Toronto,Berlin,Delayed,601.15,UPS,Air,292.90,Extreme Heat,Standard,10983.75,35,2026-01-31,2026-02-03,
TRK-676891,Mumbai → Melbourne,Mumbai,Melbourne,Delivered,1950.40,UPS,Air,3413.20,Clear,Standard,170660.00,10,2026-02-15,2026-02-19,2026-02-18
TRK-128279,Chicago → Los Angeles,Chicago,Los Angeles,Delivered,507.00,UPS,Rail,1832.90,Rain,Overnight,45822.50,25,2026-03-10,2026-03-20,2026-03-19
TRK-720656,Mumbai → Chicago,Mumbai,Chicago,Delivered,2426.64,CMA CGM,Sea,4790.30,Clear,Express,323345.25,5,2026-01-20,2026-03-06,2026-03-05
TRK-610465,Shanghai → London,Shanghai,London,Delivered,264.14,CMA CGM,Sea,533.30,Clear,Express,16798.95,5,2026-03-05,2026-03-26,2026-03-27
TRK-464517,Los Angeles → Tokyo,Los Angeles,Tokyo,Delivered,3225.90,Maersk,Sea,4996.30,Clear,Critical,314766.90,5,2026-01-14,2026-02-25,2026-02-25
TRK-210681,London → Sydney,London,Sydney,Delivered,1090.75,CMA CGM,Sea,2291.50,Extreme Heat,Standard,82494.00,60,2026-03-16,2026-04-09,2026-04-11
TRK-491940,Mumbai → Sydney,Mumbai,Sydney,In Transit,1097.40,Hapag-Lloyd,Sea,1646.40,Snow,Overnight,101253.60,55,2026-03-26,2026-05-06,
TRK-173099,Mumbai → Paris,Mumbai,Paris,Delayed,961.22,FedEx,Air,2596.20,Rain,Standard,32452.50,25,2026-02-07,2026-02-08,
TRK-174919,Los Angeles → Melbourne,Los Angeles,Melbourne,Delayed,578.58,CMA CGM,Sea,1335.20,Snow,Express,48067.20,50,2026-02-08,2026-03-04,
TRK-643481,Melbourne → Shanghai,Melbourne,Shanghai,In Transit,2814.72,Hapag-Lloyd,Sea,4770.70,Clear,Critical,314866.20,5,2026-03-16,2026-04-29,
TRK-361466,Melbourne → Dubai,Melbourne,Dubai,Delayed,2214.74,Maersk,Sea,4584.70,Storm,Standard,144418.05,100,2026-03-19,2026-04-09,
TRK-938690,New York → Singapore,New York,Singapore,In Transit,646.25,Hapag-Lloyd,Sea,4379.90,Rain,Standard,269363.85,25,2026-03-20,2026-04-30,
TRK-689172,Tokyo → Paris,Tokyo,Paris,Delivered,129.43,Hapag-Lloyd,Sea,388.40,Clear,Standard,15147.60,10,2026-03-01,2026-03-27,2026-03-26
TRK-643312,Toronto → Rotterdam,Toronto,Rotterdam,Delivered,665.28,CMA CGM,Sea,3283.40,Rain,Critical,172378.50,20,2026-01-26,2026-03-02,2026-03-02
TRK-346178,Sydney → Melbourne,Sydney,Melbourne,Delivered,2049.44,DHL,Road,3592.50,Rain,Overnight,32332.50,25,2026-02-17,2026-02-19,2026-02-21
TRK-995407,Tokyo → Melbourne,Tokyo,Melbourne,Delivered,263.84,Maersk,Sea,958.80,Clear,Overnight,35955.00,10,2026-02-24,2026-03-21,2026-03-23
TRK-714883,London → Paris,London,Paris,Delivered,2272.33,Maersk,Rail,4929.10,Clear,Standard,98582.00,10,2026-01-26,2026-02-03,2026-02-04
TRK-176502,Dubai → Melbourne,Dubai,Melbourne,Delayed,1706.55,DHL,Air,1504.70,Storm,Overnight,56426.25,75,2026-04-07,2026-04-10,
TRK-714708,Toronto → Rotterdam,Toronto,Rotterdam,Delivered,1756.77,UPS,Air,3693.70,Extreme Heat,Express,92342.50,30,2026-03-28,2026-03-30,2026-03-31
TRK-803016,Sydney → Tokyo,Sydney,Tokyo,Delivered,3542.67,FedEx,Air,3901.20,Clear,Critical,97530.00,5,2026-03-11,2026-03-13,2026-03-14
TRK-945376,Los Angeles → Tokyo,Los Angeles,Tokyo,In Transit,933.21,Hapag-Lloyd,Sea,4859.90,Clear,Express,277014.30,5,2026-03-24,2026-05-01,
TRK-138006,Toronto → Melbourne,Toronto,Melbourne,Delivered,2685.92,UPS,Air,3742.40,Rain,Critical,187120.00,20,2026-01-23,2026-01-27,2026-01-27
TRK-613954,Shanghai → Dubai,Shanghai,Dubai,Delivered,1046.81,DHL,Road,2512.90,Clear,Critical,79156.35,5,2026-02-20,2026-02-27,2026-02-26
TRK-362910,Sydney → Melbourne,Sydney,Melbourne,Delivered,857.76,BlueDart,Rail,1737.50,Clear,Express,34750.00,5,2026-03-26,2026-04-03,2026-04-02
TRK-327238,Melbourne → Berlin,Melbourne,Berlin,Delivered,957.23,CMA CGM,Sea,2149.10,Clear,Standard,112827.75,10,2026-02-19,2026-03-26,2026-03-26
TRK-805614,Sydney → Chicago,Sydney,Chicago,Delivered,948.74,UPS,Air,1187.00,Clear,Overnight,14837.50,10,2026-02-03,2026-02-04,2026-02-05
TRK-955205,Shanghai → Tokyo,Shanghai,Tokyo,Delivered,1710.10,FedEx,Air,3156.60,Clear,Standard,39457.50,10,2026-03-03,2026-03-04,2026-03-04
TRK-761665,Tokyo → Chicago,Tokyo,Chicago,Delayed,2162.45,Hapag-Lloyd,Sea,3578.60,Snow,Critical,182508.60,50,2026-02-21,2026-03-27,
TRK-970561,New York → Paris,New York,Paris,Delivered,692.00,Hapag-Lloyd,Sea,1606.80,Clear,Critical,53024.40,5,2026-01-31,2026-02-22,2026-02-23
TRK-820235,Chicago → Singapore,Chicago,Singapore,Delayed,1088.50,UPS,Air,2544.50,Rain,Standard,63612.50,25,2026-03-28,2026-03-30,
TRK-536164,Dubai → Paris,Dubai,Paris,In Transit,453.78,CMA CGM,Sea,1256.80,Clear,Critical,52785.60,5,2026-04-05,2026-05-03,
TRK-360367,London → Toronto,London,Toronto,Delayed,2119.08,CMA CGM,Sea,3967.60,Storm,Overnight,196396.20,100,2026-01-27,2026-03-01,
TRK-299887,Singapore → Dubai,Singapore,Dubai,Delayed,399.47,UPS,Rail,1214.10,Storm,Critical,39458.25,70,2026-01-28,2026-02-10,
TRK-507661,Mumbai → Paris,Mumbai,Paris,Delivered,1296.28,DHL,Air,4589.10,Clear,Standard,172091.25,10,2026-02-23,2026-02-26,2026-02-25
TRK-989604,New York → Sydney,New York,Sydney,Delayed,3232.76,UPS,Air,4177.70,Snow,Critical,104442.50,50,2026-02-03,2026-02-05,
TRK-204065,Sydney → Toronto,Sydney,Toronto,Delivered,1786.50,FedEx,Air,3644.40,Clear,Overnight,182220.00,10,2026-03-15,2026-03-19,2026-03-18
TRK-857249,Paris → Rotterdam,Paris,Rotterdam,Delivered,1548.69,UPS,Rail,3756.70,Clear,Overnight,56350.50,10,2026-03-16,2026-03-22,2026-03-23
TRK-107425,Sydney → Melbourne,Sydney,Melbourne,Delayed,2814.86,UPS,Road,4887.10,Snow,Express,109959.75,50,2026-02-08,2026-02-13,
TRK-917148,Toronto → Sydney,Toronto,Sydney,Delayed,2594.64,DHL,Air,3145.90,Clear,Express,78647.50,5,2026-03-04,2026-03-06,
TRK-681353,Los Angeles → Tokyo,Los Angeles,Tokyo,Delivered,1096.23,FedEx,Air,825.10,Rain,Overnight,20627.50,25,2026-03-20,2026-03-22,2026-03-24
TRK-970137,Sydney → Paris,Sydney,Paris,In Transit,167.59,Hapag-Lloyd,Sea,596.00,Clear,Standard,26820.00,10,2026-03-28,2026-04-27,
TRK-825849,Tokyo → Toronto,Tokyo,Toronto,In Transit,437.63,Hapag-Lloyd,Sea,1543.50,Extreme Heat,Express,90294.75,55,2026-04-07,2026-05-16,
TRK-228317,Paris → Rotterdam,Paris,Rotterdam,Delayed,1453.61,DHL,Road,3040.00,Rain,Express,95760.00,20,2026-03-23,2026-03-30,
TRK-989222,Melbourne → Paris,Melbourne,Paris,Delayed,825.72,FedEx,Air,379.30,Storm,Express,9482.50,70,2026-02-06,2026-02-08,
TRK-101488,Chicago → Sydney,Chicago,Sydney,Delivered,1597.49,Hapag-Lloyd,Sea,2426.60,Clear,Overnight,152875.80,10,2026-01-19,2026-03-02,2026-03-04
TRK-989349,Sydney → Melbourne,Sydney,Melbourne,Delivered,1622.07,UPS,Road,3382.00,Clear,Express,106533.00,5,2026-01-28,2026-02-04,2026-02-04
